escuela,comuna,lon,lat,simce,costo,tipo
ESCUELA BASICA PARTICULAR CONTEMPORA,LA FLORIDA,-70.55470117,-33.53789667,271,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA LOS NAVIOS,LA FLORIDA,-70.60880848,-33.56946342,196,$25.001 a $50.000 ,P. Subv.
COLEGIO EMMANUEL HIGH SCHOOL,LA FLORIDA,-70.58332717,-33.52677511,278,$25.001 a $50.000 ,P. Subv.
COLEGIO ATENAS,LA FLORIDA,-70.56139913,-33.52230091,277,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. LICARITO,LA FLORIDA,-70.59579101,-33.54700532,271,$25.001 a $50.000 ,P. Subv.
COLEGIO PUELCHE,LA FLORIDA,-70.59164519,-33.53705749,255,$50.001 a $100.000 ,P. Pag.
INSTITUTO LA SALLE,LA FLORIDA,-70.56818874,-33.54590613,305,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR THE GARDEN SCHOOL,LA FLORIDA,-70.58598255,-33.56073085,261,$50.001 a $100.000 ,P. Subv.
COLEGIO SAN DAMIAN,LA FLORIDA,-70.59642483,-33.53930461,291,$50.001 a $100.000 ,P. Subv.
COLEGIO ARTISTICO EL SALVADOR ANEXO,LA FLORIDA,-70.56694567,-33.56056751,239,$50.001 a $100.000 ,P. Subv.
COLEGIO FLORIDA HIGH SCHOOL,LA FLORIDA,-70.58437142,-33.52912454,280,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,LA FLORIDA,-70.56764978,-33.54886193,294,$50.001 a $100.000 ,P. Subv.
PIERRE TEILHARD DE CHARDIN,LA FLORIDA,-70.58458134,-33.53118703,283,$50.001 a $100.000 ,P. Subv.
COLEGIO AMANCAY DE LA FLORIDA,LA FLORIDA,-70.57774548,-33.53603597,274,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA RAICES ALTAZOR,LA FLORIDA,-70.55329982,-33.52939196,282,$50.001 a $100.000 ,P. Subv.
ESCUELA RAIMAPU-TIERRA FLORIDA,LA FLORIDA,-70.58187793,-33.53056327,290,$50.001 a $100.000 ,P. Subv.
COLEGIO QUINTO CENTENARIO CORDILLERA,LA FLORIDA,-70.55501131,-33.53597188,278,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. NEW LITTLE COLLEGE,LA FLORIDA,-70.5897203,-33.53485471,278,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ALCANTARA DE LA FLORIDA,LA FLORIDA,-70.60889574,-33.5102488,297,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ALCANTARA DE LA CORDILLERA,LA FLORIDA,-70.58548536,-33.52231052,300,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ANDARES DE LA FLORIDA,LA FLORIDA,-70.58388119,-33.52290821,240,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. MANANTIAL DE LA FLORIDA,LA FLORIDA,-70.55877279,-33.52174781,277,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. PATRONA SENORA DE LOURDES,LA FLORIDA,-70.56874054,-33.52041349,300,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR ANTILHUE,LA FLORIDA,-70.58301746,-33.52455156,300,$50.001 a $100.000 ,P. Subv.
COLEGIO LIAONA CORDILLERA,LA FLORIDA,-70.5938446,-33.54306238,286,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA MILLAWE,LA FLORIDA,-70.57647206,-33.53766646,241,$50.001 a $100.000 ,P. Subv.
COLEGIO DIVINA PASTORA,LA FLORIDA,-70.58865864,-33.54569022,295,$50.001 a $100.000 ,P. Subv.
COLEGIO ALICANTE DE LA FLORIDA,LA FLORIDA,-70.55599089,-33.53595055,300,$50.001 a $100.000 ,P. Subv.
ESCUELA BAS. PE?IHUEN ANDINO,LA FLORIDA,-70.5623136,-33.51806881,258,$50.001 a $100.000 ,P. Subv.
ESCUELA GUARDIAMARINA ERNESTO RIQUELME,LA FLORIDA,-70.58071669,-33.54899336,249,Gratuito ,Munic.
ESCUELA BELLAVISTA,LA FLORIDA,-70.60093843,-33.51951445,266,Gratuito ,Munic.
ESCUELA ELSA SANTIBANEZ,LA FLORIDA,-70.57430533,-33.53220191,253,Gratuito ,Munic.
ESCUELA MARCELA PAZ,LA FLORIDA,-70.57735337,-33.53223526,202,Gratuito ,Munic.
ESCUELA REPUBLICA DOMINICANA,LA FLORIDA,-70.60121715,-33.5322987,231,Gratuito ,Munic.
LICEO NUEVO AMANECER,LA FLORIDA,-70.56697491,-33.51325728,226,Gratuito ,Munic.
ESCUELA LAS ARAUCARIAS,LA FLORIDA,-70.58589962,-33.51020269,236,Gratuito ,Munic.
ESCUELA SOTERO DEL RIO,LA FLORIDA,-70.60466822,-33.53899062,210,Gratuito ,Munic.
ESCUELA AREAS VERDES,LA FLORIDA,-70.58767848,-33.51564498,239,Gratuito ,Munic.
COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,LA FLORIDA,-70.59236787,-33.51832632,220,Gratuito ,Munic.
LICEO POLIVALENTE LOS ALMENDROS,LA FLORIDA,-70.59837217,-33.54095687,236,Gratuito ,Munic.
LICEO ANDRES BELLO,LA FLORIDA,-70.5605588,-33.51867713,251,Gratuito ,Munic.
ESCUELA LAS LILAS,LA FLORIDA,-70.57376177,-33.56161733,242,Gratuito ,Munic.
ESCUELA CATALUNA,LA FLORIDA,-70.60947566,-33.54736023,210,Gratuito ,Munic.
LICEO INDIRA GANDHI,LA FLORIDA,-70.57704585,-33.55383788,230,Gratuito ,Munic.
ESCUELA SANTA IRENE,LA FLORIDA,-70.56611763,-33.52004988,248,Gratuito ,Munic.
ESCUELA LO CANAS,LA FLORIDA,-70.5521006,-33.52495195,239,Gratuito ,Munic.
ESCUELA VILLAS UNIDAS,LA FLORIDA,-70.60698595,-33.52748038,230,Gratuito ,Munic.
ESCUELA LOS CEREZOS,LA FLORIDA,-70.5536418,-33.51238814,252,Gratuito ,Munic.
ESCUELA LOS QUILLAYES,LA FLORIDA,-70.59249392,-33.56570645,225,Gratuito ,Munic.
ESCUELA  OSCAR CASTRO,LA FLORIDA,-70.59603428,-33.56023189,243,Gratuito ,Munic.
COLEGIO CAPITAN PASTENE,LA FLORIDA,-70.60284195,-33.55381314,219,Gratuito ,Munic.
ESCUELA BASICA LOS NAVIOS,LA FLORIDA,-70.60880848,-33.56946342,220,Gratuito ,Munic.
COLEGIO MARIA ELENA,LA FLORIDA,-70.60318162,-33.56228584,221,Gratuito ,Munic.
ESCUELA PARTICULAR MSR.DIEGO ROSALES,LA FLORIDA,-70.59581256,-33.55813351,231,Gratuito ,P. Subv.
ESCUELA PARTIC.ANTONIO BORQUEZ SOLAR,LA FLORIDA,-70.56906089,-33.51430405,231,Gratuito ,P. Subv.
ESCUELA PARTICULAR LORD TOMAS COCHRANE,LA FLORIDA,-70.55851634,-33.55905066,262,Gratuito ,P. Subv.
ESCUELA Y COLEGIO POLITECNICO LOS HEROES,LA FLORIDA,-70.5764548,-33.51298366,222,Gratuito ,P. Subv.
ESCUELA PARTICULAR LOS CASTANOS,LA FLORIDA,-70.57853358,-33.51244314,217,Gratuito ,P. Subv.
ESCUELA COLEGIO LAANTARO,LA FLORIDA,-70.5456212,-33.52267921,246,Gratuito ,P. Subv.
ESCUELA BAS. Y ESPECIAL ANDRES REY,LA FLORIDA,-70.60116097,-33.52165791,212,Gratuito ,P. Subv.
ESCUELA PARTICULAR PAPA JUAN PABLO II,LA FLORIDA,-70.59898394,-33.53090268,245,Gratuito ,P. Subv.
ESCUELA PARTICULAR DANES,LA FLORIDA,-70.58602425,-33.53767071,207,Gratuito ,P. Subv.
ESC BASICA PARTICULAR SAN VALENTIN,LA FLORIDA,-70.57650996,-33.5106833,212,Gratuito ,P. Subv.
ESCUELA BELEN O?HIGGINS,LA FLORIDA,-70.60502965,-33.53757008,228,Gratuito ,P. Subv.
COLEGIO SANTA CECILIA DE LA FLORIDA,LA FLORIDA,-70.60966547,-33.51402646,290,Más de $100.000 ,P. Pag.
SANTA MARIA DE LO CANAS,LA FLORIDA,-70.55179123,-33.52692182,293,Más de $100.000 ,P. Pag.
COLEGIO PARTICULAR PLAYGROUND,LA FLORIDA,-70.56558611,-33.522221,306,Más de $100.000 ,P. Pag.
COLEGIO  PABLO APOSTOL,LA FLORIDA,-70.58265793,-33.52668447,284,Más de $100.000 ,P. Pag.
COLEGIO  LATINOAMERICANO,LA FLORIDA,-70.55688091,-33.51170717,316,Más de $100.000 ,P. Pag.
ESCUELA BASICA  ANIDA,LA FLORIDA,-70.56589466,-33.5178342,0,Más de $100.000 ,P. Pag.
COLEGIO AMERICAN BRITISH COLLEGE,LA FLORIDA,-70.56588508,-33.52208194,312,Más de $100.000 ,P. Pag.
COLEGIO ANTUQUENU ANDINO,LA FLORIDA,-70.5430996,-33.52074466,239,Más de $100.000 ,P. Pag.
ESCUELA LO CANAS,LA FLORIDA,-70.5521006,-33.52495195,220,Sin información ,Munic.
ESCUELA PARTICULAR CLAUDIO MATTE,LA GRANJA,-70.63247496,-33.52070798,290,$1.000 a $10.000 ,P. Subv.
COLEGIO CHRISTIAN GARDEN SCHOOL,LA GRANJA,-70.62875259,-33.55416028,266,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,LA GRANJA,-70.63288973,-33.54047935,277,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTIC ESTRELLA DE CHILE,LA GRANJA,-70.63122915,-33.53004919,244,$10.001 a $25.000 ,P. Subv.
SAINT CHRISTIAN COLLEGE,LA GRANJA,-70.6238974,-33.55371906,271,$10.001 a $25.000 ,P. Subv.
LICEO POLIVALENTE BAHIA DARWIN,LA GRANJA,-70.61906483,-33.54525118,234,$10.001 a $25.000 ,P. Subv.
COLEGIO NUESTRA SENORA DE GUADALUPE,LA GRANJA,-70.6177968,-33.55522382,256,$10.001 a $25.000 ,P. Subv.
ESC.BASICA SAN MARCELO  ANEXO,LA GRANJA,-70.63173459,-33.54834939,273,$10.001 a $25.000 ,P. Subv.
COLEGIO ALMA MATER,LA GRANJA,-70.6191755,-33.55753247,255,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN GREGORIO DE LA SALLE,LA GRANJA,-70.62070456,-33.53616646,270,$25.001 a $50.000 ,P. Subv.
COLEGIO LOS PENSAMIENTOS,LA GRANJA,-70.6278,-33.5323,252,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. LOS HEROES DE YUNGAY,LA GRANJA,-70.61791338,-33.52044817,247,Gratuito ,Munic.
LICEO DOCTOR ALEJANDRO DEL RIO,LA GRANJA,-70.62091574,-33.51690083,228,Gratuito ,Munic.
LICEO MALAQUIAS CONCHA,LA GRANJA,-70.62250989,-33.52962266,247,Gratuito ,Munic.
ESCUELA BAS. TECNO SUR,LA GRANJA,-70.63062212,-33.53728976,217,Gratuito ,Munic.
ESCUELA BELGICA,LA GRANJA,-70.62434611,-33.53453153,245,Gratuito ,Munic.
COLEGIO MUNICIPAL PROCERES DE CHILE,LA GRANJA,-70.61359915,-33.52642041,233,Gratuito ,Munic.
ESCUELA BAS. LA ARAUCANIA,LA GRANJA,-70.61475041,-33.53853488,209,Gratuito ,Munic.
ESCUELA BAS. SANITAS,LA GRANJA,-70.62764764,-33.5216553,238,Gratuito ,Munic.
ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA,LA GRANJA,-70.62285172,-33.53062822,250,Gratuito ,Munic.
ESCUELA BASICA ISLAS DE CHILE,LA GRANJA,-70.61372091,-33.54514059,222,Gratuito ,Munic.
LICEO MUNICIPAL LA GRANJA POETA NERUDA,LA GRANJA,-70.62828148,-33.55086584,242,Gratuito ,Munic.
ESCUELA BAS. BENJAMIN SUBERCASEAUX,LA GRANJA,-70.62900538,-33.5532822,234,Gratuito ,Munic.
COLEGIO JUAN PABLO II,LA GRANJA,-70.62913114,-33.52038227,255,Gratuito ,P. Subv.
ESCUELA PRESBITERIANA EL SALVADOR,LA GRANJA,-70.62032354,-33.53710032,247,Gratuito ,P. Subv.
ESCUELA PARTICULAR ELLIOT COLLEGE,LA GRANJA,-70.61941795,-33.52491957,229,Gratuito ,P. Subv.
ESC. BAS.TALLERES PREVOC.HOGAR DE CRISTO,LA GRANJA,-70.6353451,-33.52847083,243,Gratuito ,P. Subv.
ESCUELA BASICA PART GRATUITA CASA AZUL,LA GRANJA,-70.61967329,-33.52359957,225,Gratuito ,P. Subv.
ESCUELA BASICA NELQUIHUE,LA GRANJA,-70.61470084,-33.53760665,197,Gratuito ,P. Subv.
ESCUELA BASICA PART GRATUITA CASA AZUL,LA GRANJA,-70.61967329,-33.52359957,215,Sin información ,Munic.
ESC. BAS. PART.  JERUSALEN,LAMPA,-70.85536319,-33.30479161,250,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTICULAR PAICAVI DE LAMPA,LAMPA,-70.87760563,-33.28928912,218,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. INTEGRAL ENLACES DE LAMPA,LAMPA,-70.87649214,-33.28141517,243,$1.000 a $10.000 ,P. Subv.
ESCUELA PART. MASTER SCHOOL DE LAMPA,LAMPA,-70.88357952,-33.28296726,260,$10.001 a $25.000 ,P. Subv.
ESC PART. SIGLO XXI DE LAMPA,LAMPA,-70.87236662,-33.28229804,258,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. JERUSALEN DE LAMPA,LAMPA,-70.87680862,-33.28165388,254,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA MIRAFLORES DE LAMPA,LAMPA,-70.87845924,-33.2770117,242,$10.001 a $25.000 ,P. Subv.
ESCUELA  SAN PEDRO VALLE GRANDE,LAMPA,-70.7421782,-33.325928,250,$25.001 a $50.000 ,P. Subv.
ESC.BAS. EMPRENDER LARAPINTA,LAMPA,-70.87214285,-33.29494469,267,$25.001 a $50.000 ,P. Subv.
COLEGIO ADULTOS MANQUEHUE,LAMPA,-70.879,-33.2751,271,$25.001 a $50.000 ,P. Subv.
ESCUELA LIPANGUE,LAMPA,-70.85672157,-33.33643359,235,Gratuito ,Munic.
ESCUELA MANUEL SEGOVIA MONTENEGRO,LAMPA,-70.8731684,-33.28615469,235,Gratuito ,Munic.
ESCUELA REPUBLICA DE POLONIA,LAMPA,-70.81195651,-33.23999647,228,Gratuito ,Munic.
ESCUELA SANTA  BARBARA,LAMPA,-70.8109259,-33.23893831,242,Gratuito ,Munic.
ESCUELA POLONIA GUTIERREZ C.,LAMPA,-70.87922756,-33.28230269,249,Gratuito ,Munic.
ESCUELA SANTA ROSA DE LAMPA,LAMPA,-70.75796279,-33.26135131,243,Gratuito ,Munic.
ESCUELA SANTA SARA,LAMPA,-70.77227637,-33.2254176,227,Gratuito ,Munic.
ESCUELA EL LUCERO,LAMPA,-70.8823154,-33.26409364,241,Gratuito ,Munic.
NORMA GONZ?LEZ GUERRA,LAMPA,-70.85862428,-33.30157753,254,Gratuito ,Munic.
LICEO MUNICIPAL DE BATUCO,LAMPA,-70.80328961,-33.22714521,208,Gratuito ,Munic.
LICEO POLIVALENTE SAINT ANDREWS,LAMPA,-70.77617399,-33.24623935,225,Gratuito ,P. Subv.
ESCUELA BASICA SAN SEBASTIAN DE BATUCO,LAMPA,-70.80957417,-33.22698178,248,Gratuito ,P. Subv.
ESCUELA PART. SAN JOSE DE LAMPA,LAMPA,-70.87260481,-33.28741669,234,Gratuito ,P. Subv.
ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA,LAMPA,-70.81406699,-33.2367011,235,Gratuito ,P. Subv.
ESCUELA BAS. AMANKAY DE LAMPA,LAMPA,-70.80781085,-33.23775716,274,Gratuito ,P. Subv.
ESCUELA PART. SAN JOSE DE LAMPA,LAMPA,-70.87260481,-33.28741669,275,Gratuito ,P. Subv.
ESCUELA BASICA CACIQUE COLIN,LAMPA,-70.79783366,-33.29814344,235,Sin información ,Munic.
ESCUELA PARTICULAR VENANCIA LEIVA,LA PINTANA,-70.64712822,-33.55588306,252,$1.000 a $10.000 ,P. Subv.
CTRO.EDUC.CATOLICO DIDASCALIO STA. MARIA,LA PINTANA,-70.62692106,-33.59604648,261,$1.000 a $10.000 ,P. Subv.
COLEGIO SANTO TOMAS,LA PINTANA,-70.62799664,-33.55922039,231,$1.000 a $10.000 ,P. Subv.
COLEGIO TECNICO PROFESIONAL NOCEDAL,LA PINTANA,-70.61554455,-33.5950593,277,$1.000 a $10.000 ,P. Subv.
COLEGIO AUSTRALIA,LA PINTANA,-70.62771235,-33.6186534,241,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. CARDENAL JOSE MARIA CARO,LA PINTANA,-70.62510337,-33.5646242,267,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. Y ESP. LIKAN-RAY DE LA PINTANA,LA PINTANA,-70.62675939,-33.61210981,259,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. MISIONERO DE AGOSTINI,LA PINTANA,-70.62861158,-33.62634298,236,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,LA PINTANA,-70.62897704,-33.57700927,283,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCACIONAL SANTA ROSA DEL SUR,LA PINTANA,-70.62811588,-33.58450563,260,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE INGLES,LA PINTANA,-70.63740212,-33.61235713,247,$10.001 a $25.000 ,P. Subv.
ESCUELA ESPECIAL PARTICULAR CEDEL,LA PINTANA,-70.64880925,-33.57858627,221,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PART. HUMBOLDT,LA PINTANA,-70.62740088,-33.62157935,265,$10.001 a $25.000 ,P. Subv.
COLEGIO JORGE HUNEEUS ZEGERS,LA PINTANA,-70.62983945,-33.56442665,268,$10.001 a $25.000 ,P. Subv.
ESC. BASICA PART.IBEROAMERICANO,LA PINTANA,-70.62780014,-33.58318412,255,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR ESJELAVI,LA PINTANA,-70.64305224,-33.61361686,246,$10.001 a $25.000 ,P. Subv.
COLEGIO ALTO GABRIELA,LA PINTANA,-70.61553676,-33.5836605,252,$10.001 a $25.000 ,P. Subv.
ESC BASICA PART SAN JOSE DE LA FAMILIA,LA PINTANA,-70.63034468,-33.55978468,250,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. NUEVA NAZARET,LA PINTANA,-70.61610133,-33.58157896,271,$25.001 a $50.000 ,P. Subv.
CENTRO EDUCACIONAL MUN.MARIANO LATORRE,LA PINTANA,-70.64144448,-33.5776922,218,Gratuito ,Munic.
LICEO N523,LA PINTANA,-70.63565474,-33.57747128,232,Gratuito ,Munic.
ESCUELA CAPITAN AVALOS,LA PINTANA,-70.65712608,-33.57573367,228,Gratuito ,Munic.
ESCUELA PABLO DE ROKHA,LA PINTANA,-70.65081296,-33.57970485,218,Gratuito ,Munic.
ESCUELA MUNICIPAL VIOLETA PARRA,LA PINTANA,-70.64864042,-33.57707348,218,Gratuito ,Munic.
COLEGIO NERUDA,LA PINTANA,-70.65698425,-33.58071354,240,Gratuito ,Munic.
LICEO MUNICIPALIZADO CENT.ED. LA PINTANA,LA PINTANA,-70.65347496,-33.58370037,235,Gratuito ,Munic.
LICEO VICTOR JARA,LA PINTANA,-70.6416425,-33.58302828,225,Gratuito ,Munic.
ESCUELA BASICA JUAN DE DIOS ALDEA,LA PINTANA,-70.61300866,-33.58734583,208,Gratuito ,Munic.
COLEGIO SIMON BOLIVAR,LA PINTANA,-70.62514074,-33.59420314,207,Gratuito ,Munic.
LICEO MUNICIPAL EL ROBLE,LA PINTANA,-70.64707732,-33.56341386,209,Gratuito ,Munic.
ESC.BASICA PROF.AURELIA ROJAS BURGOS,LA PINTANA,-70.61965036,-33.56046618,212,Gratuito ,Munic.
COLEGIO MARISTA MARCELINO CHAMPAGNAT,LA PINTANA,-70.61538955,-33.59368155,256,Gratuito ,P. Subv.
COLEGIO PARTICULAR PUERTO NAVARINO,LA PINTANA,-70.65664646,-33.57882427,224,Gratuito ,P. Subv.
ESC. PART. CELESTIN FREINET,LA PINTANA,-70.64072557,-33.55677973,219,Gratuito ,P. Subv.
ESCUELA PARTICULAR FORJADORES DEL FUTURO,LA PINTANA,-70.61596995,-33.58608973,231,Gratuito ,P. Subv.
COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1,LA PINTANA,-70.61830891,-33.59074858,225,Gratuito ,P. Subv.
COLEGIO MIGUEL ANGEL,LA PINTANA,-70.62595163,-33.58745596,214,Gratuito ,P. Subv.
ESCUELA BASICA PARTICULAR HUE?ECITO,LA PINTANA,-70.64684121,-33.58841512,199,Gratuito ,P. Subv.
ESCUELA BASICA PART.ARCANGEL SAN GABRIEL,LA PINTANA,-70.64187305,-33.62077481,242,Gratuito ,P. Subv.
ANEXO ESCUELA BASICA SAN JAVIER,LA PINTANA,-70.63026307,-33.61501258,226,Gratuito ,P. Subv.
ESCUELA ESPECIAL PART.ARNOLD GESELL II,LA PINTANA,-70.62913154,-33.59268069,242,Gratuito ,P. Subv.
COLEGIO TECNICO PROFESIONAL NOCEDAL,LA PINTANA,-70.61554455,-33.5950593,266,Gratuito ,P. Subv.
COLEGIO POLIV. ALMENDRAL DE LA PINTANA,LA PINTANA,-70.61990376,-33.59536302,270,Gratuito ,P. Subv.
ESC. ESP. Y BAS. FRANCES DE LA PINTANA,LA PINTANA,-70.63787143,-33.61608439,235,Gratuito ,P. Subv.
ESC. DE PARV. Y ESP. PART. CENTILEN,LA PINTANA,-70.62775063,-33.62298156,250,Gratuito ,P. Subv.
ESCUELA PART. SAN MARCELO N_ 3,LA PINTANA,-70.63329203,-33.62244857,216,Gratuito ,P. Subv.
ESC. BAS. LA CANTERA DE MAPUHUE,LA PINTANA,-70.64928331,-33.59104292,203,Gratuito ,P. Subv.
ESCUELA BAS. Y ESP. LIKAN-RAY DE LA PINTANA,LA PINTANA,-70.62675939,-33.61210981,192,Gratuito ,P. Subv.
LICEO DE ADULTOS CEIA DE LA PINTANA,LA PINTANA,-70.6332,241,-33.5799,Sin información ,Munic.
ESCUELA BASICA PARTICULAR ESJELAVI,LA PINTANA,-70.64305224,-33.61361686,0,Sin información ,P. Subv.
COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,LA REINA,-70.56921526,-33.45961489,232,$1.000 a $10.000 ,Munic.
ESCUELA PARTICULAR SAN LEONARDO MURIALDO,LA REINA,-70.53269457,-33.43986152,267,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR ANTINIL,LA REINA,-70.55641746,-33.46114705,255,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PART COLEGIO JOSE ARRIETA,LA REINA,-70.56167609,-33.46219017,282,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA CATALINA LABOUR?,LA REINA,-70.5705442,-33.44918183,281,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR INFANTES DE LA REINA,LA REINA,-70.56518799,-33.44985381,249,$25.001 a $50.000 ,P. Subv.
COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA,LA REINA,-70.53437172,-33.45874345,288,$25.001 a $50.000 ,P. Subv.
COLEGIO STA MARIA REINA,LA REINA,-70.55062161,-33.45107398,271,$50.001 a $100.000 ,P. Subv.
COL. PART. SAGRADO CORAZON DE JESUS DE LA RE,LA REINA,-70.54436102,-33.46385909,292,$50.001 a $100.000 ,P. Subv.
COMPLEJO EDUCACIONAL LA REINA,LA REINA,-70.5325475,-33.45351728,227,Gratuito ,Munic.
LICEO EUGENIO MAR?A DE HOSTOS,LA REINA,-70.54038781,-33.44240859,238,Gratuito ,Munic.
COLEGIO SAN CONSTANTINO,LA REINA,-70.53591598,-33.45174405,260,Gratuito ,Munic.
ESCUELA BASICA YANGTSE EX E-229,LA REINA,-70.54928466,-33.45091033,256,Gratuito ,Munic.
ESCUELA PALESTINA,LA REINA,-70.56446279,-33.448411,253,Gratuito ,Munic.
ESCUELA HERMANAS DEL NINO JESUS,LA REINA,-70.57156502,-33.45865623,246,Gratuito ,P. Subv.
COLEGIO LA ABADIA,LA REINA,-70.54356544,-33.43414425,290,Más de $100.000 ,P. Pag.
COLEGIO EL CARMEN TERESIANO,LA REINA,-70.54754797,-33.43974917,285,Más de $100.000 ,P. Pag.
COLEGIO RUBEN DARIO,LA REINA,-70.56780877,-33.45440203,283,Más de $100.000 ,P. Pag.
COLEGIO DE LA SALLE,LA REINA,-70.57215258,-33.44053987,315,Más de $100.000 ,P. Pag.
COLEGIO THE GRANGE SCHOOL,LA REINA,-70.56829987,-33.43805449,330,Más de $100.000 ,P. Pag.
COLEGIO ANDREE ENGLISH SCHOOL,LA REINA,-70.55141255,-33.43930406,320,Más de $100.000 ,P. Pag.
COLEGIO TERESIANO ENRIQUE DE OSSO,LA REINA,-70.57181994,-33.44237482,302,Más de $100.000 ,P. Pag.
COLEGIO SAINT JOHN'S VILLA ACADEMY,LA REINA,-70.55420628,-33.43310047,310,Más de $100.000 ,P. Pag.
ESCUELA BASICA PEQUENO MOZART,LA REINA,-70.56843952,-33.4380437,277,Más de $100.000 ,P. Pag.
COLEGIO SANTO DOMINGO_PADRES DOMINICOS,LA REINA,-70.51855515,-33.43712253,301,Más de $100.000 ,P. Pag.
COLEGIO BRITISH ROYAL SCHOOL,LA REINA,-70.52827644,-33.45413817,301,Más de $100.000 ,P. Pag.
COLEGIO TERRANOVA,LA REINA,-70.56802139,-33.44230568,289,Más de $100.000 ,P. Pag.
COLEGIO ETIEVAN,LA REINA,-70.52954568,-33.44125318,285,Más de $100.000 ,P. Pag.
COLEGIO LA ABADIA,LA REINA,-70.54356544,-33.43414425,286,Más de $100.000 ,P. Pag.
COLEGIO LARRAIN,LA REINA,-70.56527615,-33.45296404,261,Más de $100.000 ,P. Pag.
COLEGIO SANTIAGO EVANGELISTA,LA REINA,-70.56603893,-33.45051042,274,Más de $100.000 ,P. Pag.
ESCUELA BASICA MADRIGAL,LA REINA,-70.52285851,-33.43900873,323,Más de $100.000 ,P. Pag.
COLEGIO NUESTRA SE?ORA DEL CAMINO,LA REINA,-70.55237232,-33.44427022,296,Más de $100.000 ,P. Pag.
COLEGIO SAN RAFAEL ARCANGEL,LA REINA,-70.57402016,-33.43673746,251,Más de $100.000 ,P. Pag.
ESCUELA BASICA PART COLEGIO JOSE ARRIETA,LA REINA,-70.56167609,-33.46219017,0,Sin información ,P. Subv.
COLEGIO SAN FRANCISCO DEL ALBA,LAS CONDES,-70.5364343,-33.40424635,299,$10.001 a $25.000 ,Munic.
COLEGIO LA VIRGEN DE POMPEYA,LAS CONDES,-70.53863123,-33.40504883,280,$10.001 a $25.000 ,P. Subv.
LICEO ALEXANDER FLEMING DE LAS CONDES,LAS CONDES,-70.55385332,-33.42536707,292,$25.001 a $50.000 ,P. Subv.
LICEO RAFAEL SOTOMAYOR,LAS CONDES,-70.55348552,-33.39505159,267,$25.001 a $50.000 ,P. Subv.
COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES,LAS CONDES,-70.56088149,-33.405817,286,$25.001 a $50.000 ,P. Subv.
INSTITUTO PRESIDENTE ERRAZURIZ,LAS CONDES,-70.58803032,-33.41930665,284,$50.001 a $100.000 ,P. Subv.
COLEGIO ADVENTISTA LAS CONDES,LAS CONDES,-70.57281574,-33.41051818,276,$50.001 a $100.000 ,P. Subv.
LICEO JUAN PABLO II DE LAS CONDES,LAS CONDES,-70.53609082,-33.42015923,256,Gratuito ,Munic.
LICEO SIMON BOLIVAR,LAS CONDES,-70.55354023,-33.42650731,278,Gratuito ,Munic.
